"no";"tipo";"de_para";"resumo";"data"
"1455";"TEL";"WASHINGTON (E)";"OMC. Agricultura. Sessão Regular do CoA. Farm Act\". Questionamento do Canadá. Apoio do Brasil. Comentários. \"";2002-06-21
"1454";"TEL";"WASHINGTON (E)";"Pol. Externa. Seminário Política Externa do Brasil para o Século XXI\". Convite Comissão de Rel. Ext. e Defesa Nacional. Instruções. \"";2002-06-21
"1456";"TEL";"WASHINGTON (E)";"Política financeira. Declarações do Secretário do Tesouro sobre o Brasil. Reação dos mercados.";2002-06-21
"696";"TEL";"PEQUIM (E)";"China. Produtos agrícolas. Quotas tarifárias para ingresso na OMC. Dificuldades de implementação. Falta de transparência.";2002-06-24
"1470";"TEL";"WASHINGTON (E)";"Brasil-EUA. Visita do candidato à presidência Luiz Inácio Lula da Silva.";2002-06-24
"1474";"TEL";"WASHINGTON (E)";"EUA. Propriedade Intelectual. Farmacêuticos. Proposta americana para a implementação da Declaração de Doha.";2002-06-24
"611";"DET";"WASHINGTON (E)";"NÃO-PROLIFERAÇÃO. BRASIL-EUA. TRANSFERÊNCIA DE SUBSTÂNCIA CONTROLADA. ICN PHARMACEUTICALS INC.";2002-06-24
"610";"DET";"WASHINGTON (E)";"Propriedade intelectual. OMC. Conselho de TRIPS. Parágrafo 6 da Declaração sobre TRIPS e Saúde Pública.";2002-06-24
"708";"TEL";"PEQUIM (E)";"Asilo nas embaixadas estrangeiras em Pequim. Desanuviamento.";2002-06-25
"613";"DET";"WASHINGTON (E)";"Brasil-EUA. Visita do candidato à presidência Luiz Inácio Lula da Silva.";2002-06-25
"1487";"TEL";"WASHINGTON (E)";"EUA. Política interna e externa. Discurso de Bush sobre Oriente Médio. Condicionantes domésticas.";2002-06-26
"1502";"TEL";"WASHINGTON (E)";"Política Financeira. Declarações de O`Neill. Conversa com Secretário-Geral da OEA.";2002-06-27
"1505";"TEL";"WASHINGTON (E)";"Política Financeira. Declarações de O`Neill. Conversa com Secretário-Geral da OEA.";2002-06-27
"715";"TEL";"PEQUIM (E)";"Sucessão chinesa.";2002-06-28
"632";"DET";"WASHINGTON (E)";"Brasil-EUA. Seminário Política Externa do Brasil para o Século XXI\". Convite Comissão de Rel. Ext. e Defesa Nacional da Câmara. \"";2002-06-28
"716";"TEL";"PEQUIM (E)";"Brasil-China. Comércio agrícola. Carnes e outros. Visita ao Brasil do ViceMinistro de Inspeção e Quarentena. Organização.";2002-01-07
"1520";"TEL";"WASHINGTON (E)";"Brasil-EUA. Visita do Secretário de Estado Assistente Otto Reich.";2002-01-07
"1521";"TEL";"WASHINGTON (E)";"Brasil-EUA. Visita do Secretário de Estado Assistente Otto Reich. Agenda. Encontro com o Chefe da Divisão para o Brasil do DOS.";2002-01-07
