"no";"tipo";"de_para";"resumo";"data"
"1181";"telegrama";"Embaixada em WASHINGTON";"POLITICA EXTERNA. RELACOES  EUA-COLOMBIA. QUEDA DE AVIAO EM
AREA  CONTROLADA PELA GUERRILHA.";1999-07-26
"562";"telegrama";"Embaixada em PEQUIM";"SEITA FALUN GONG.";1999-07-27
"567";"telegrama";"Embaixada em PEQUIM";"Visita do General  Gleuber.China";1999-07-29
"1218";"telegrama";"Embaixada em WASHINGTON";"ARGENTINA. POSSIVEL ADMISSAO NA  OTAN. RESPOSTA DA
ORGANIZACAO.";1999-07-29
"1209";"telegrama";"Embaixada em WASHINGTON";"BRASIL-EUA. EXTRADICAO. ACAO
MOVIDA NOS EUA  CONTRA O EXTRADITADO.";1999-07-29
"1208";"telegrama";"Embaixada em WASHINGTON";"BRASIL-EUA. EXTRADICAO. CONTA
NA SUICA.";1999-07-29
"1210";"telegrama";"Embaixada em WASHINGTON";"COMERCIALIZACAO DO CENTRO DE  LANCAMENTOS DE ALCANTARA. GRUPO DE  PERITOS. REUNIAO EM WASHINGTON.  RESULTADOS.";1999-07-29
"1195";"telegrama";"Embaixada em WASHINGTON";"BRASIL-EUA. VISITA AO SUBSECRETARIO  DE ESTADO PARA ASSUNTOS
POLITICOS.  ANGOLA.";1999-08-02
"1173";"despacho telegráfico";"Embaixada em WASHINGTON";"PROTOCOLO. BRASIL-LESOTO.  EMBAIXADOR LEBOHANG KENNETH
MOLEKO. CONCESSAO DE AGREMENT.";1999-08-04
"1214";"despacho telegráfico";"Embaixada em WASHINGTON";"COMERCIALIZACAO DO CENTRO DE  LANCAMENTOS DE ALCANTARA. NON  PAPER DOS EUA. REACAO INICIAL  BRASILEIRA.";1999-08-10
"1343";"telegrama";"Embaixada em WASHINGTON";"Espa‡o. Brasil-EUA.  Comercializa‡Æo do Centro de  Lan‡amentos de Alcƒntara.  ''Non paper'' dos EUA. Rea‡Æo  inicial brasileira.";1999-08-11
"1353";"telegrama";"Embaixada em WASHINGTON";"Comunica‡äes. Sistema TEKA.  Discos de cifra‡Æo e  decifra‡Æo.
Recebimento.";1999-08-13
"645";"telegrama";"Embaixada em PEQUIM";"Falun Gong-An lise";1999-08-18
"593";"telegrama";"Embaixada em PEQUIM";"SEITA FALUN GONG";1999-08-18
"1399";"telegrama";"Embaixada em WASHINGTON";"BRASIL-EUA. PRISÇO PREVENTIVA  PARA FINS DE EXTRADI€ÇO.";1999-08-18
"1445";"telegrama";"Embaixada em WASHINGTON";"Espa‡o. Brasil-EUA.  Comercializa‡Æo do Centro de  Lan‡amentos de
Alcƒntara.  Visita de representante da  TRW.";1999-08-25
"1460";"telegrama";"Embaixada em WASHINGTON";"Extradi‡Æo. EUA/Brasil.";1999-08-26
"1471";"telegrama";"Embaixada em WASHINGTON";"Situa‡Æo Pol¡tica na Am‚rica  Latina. Crises na Col“mbia e  Venezuela.
Conversa com Arturo  Valenzuela e Peter Romero.";1999-08-27
"1352";"despacho telegráfico";"Embaixada em WASHINGTON";"BRASIL-EUA.  VISITA AO BRASIL  DO GENERAL MCCAFFREY. ENCON-
TRO COM O SENHOR PRESIDENTE  DA REPUBLICA.";1999-08-31
"1349";"despacho telegráfico";"Embaixada em WASHINGTON";"BRASIL-EUA.VISITA AO BRASIL DE  KENNETH H.MACKAY. ENCONTRO
COM  O SENHOR PRESIDENTE DA REPUBLI  CA.";1999-08-31
"1365";"despacho telegráfico";"Embaixada em WASHINGTON";"NARCOTRAFICO. VISITA A BRASI-  LIA DO GENERAL BARRY MACCAF-
FREY. AUDIENCIA NO ITAMARATY.";1999-09-01
"1531";"telegrama";"Embaixada em WASHINGTON";"BRASIL-EUA. AQUISI€ÇO DE  EQUIPAMENTO MILITAR.  dOCUMENTOS PREPARADO PELA  COMISSÇO AERONµUTICA  BRASILEIRA.";1999-09-02
"1366";"despacho telegráfico";"Embaixada em WASHINGTON";"NARCOTRAFICO. VISITA A  BRASILIA DO GENERAL  MCCAFFREY.
AUDIENCIA COM  O MINISTRO DA JUSTICA.";1999-09-02
"1368";"despacho telegráfico";"Embaixada em WASHINGTON";"PARAGUAI-ARGENTINA.  ENTREVISTA
COM  O CHANCELER PARAGUAIO.";1999-09-02
"1366";"despacho telegráfico";"Embaixada em WASHINGTON";"NARCOTRAFICO. VISITA A  BRASILIA DO GENERAL  MCCAFFREY.
AUDIENCIA COM  O MINISTRO DA JUSTICA.";1999-09-03
"1380";"despacho telegráfico";"Embaixada em WASHINGTON";"PARAGUAI. URUGUAI. DENEGACAO  DE TRAMITE DO PEDIDO DE EXTRA
DICAO";1999-09-03
"1413";"despacho telegráfico";"Embaixada em WASHINGTON";"BRASIL-EUA. AQUISICAO DE EQUI-  PAMENTO MILITAR. DOCUMENTO PRE  PARADO PELA COMISSAO  AERONAU-  TICA BRASILEIRA.";1999-09-09
"1580";"telegrama";"Embaixada em WASHINGTON";"Timor Leste. Proposta de For‡a  Internacional de Paz.";1999-09-09
"713";"telegrama";"Embaixada em PEQUIM";"Timor Leste. For‡a  Internacional de Paz.  Proposta da Austr lia.";1999-09-10
"1407";"despacho telegráfico";"Embaixada em WASHINGTON";"BRASIL/EUA. EXTRADICAO.  CON-
SULTA.";1999-09-10
"744";"telegrama";"Embaixada em PEQUIM";"Terremoto de Taiwan.  SugestÆo de um telegrama de  condolˆncias.";1999-09-23
"725";"despacho telegráfico";"Embaixada em PEQUIM";"TERREMOTO DE TAIWAN. SUGESTAO  DE UM telegrama DE
CONDOLEN-  CIAS.";1999-09-27
"1719";"telegrama";"Embaixada em WASHINGTON";"Conversa Clinton-Chaves.  Clinton-Pastrana.";1999-09-27
"1528";"despacho telegráfico";"Embaixada em WASHINGTON";"BRASIL/EUA. PEDIDO DE ASSIS-  TENCIA JUDICIARIA EM MATERIA
PENA.";1999-09-30
"1765";"telegrama";"Embaixada em WASHINGTON";"Brasil/EUA. Pedido de  assistˆncia judici ria em  mat‚ria penal.";1999-10-01
"1761";"telegrama";"Embaixada em WASHINGTON";"telegrama anulado pelo CONTROLE DE SÉRIE (DCA) em: 01/10/1999
12:17";1999-10-01
"1537";"despacho telegráfico";"Embaixada em WASHINGTON";"BRASIL/EUA.PEDIDO DE ASSISTEN-  CIA JUDICIARIA EM MATERIA  PE- NAL.";1999-10-04
"1539";"despacho telegráfico";"Embaixada em WASHINGTON";"PROTOCOLO. BRASIL-RUANDA. 
CONCESSAO DE AGREMENT.";1999-10-04
"1809";"telegrama";"Embaixada em WASHINGTON";"Protocolo. Brasil-Ruanda.  ConcessÆo de
agrement.";1999-10-06
"779";"telegrama";"Embaixada em PEQUIM";"China. Aﬁrma‡Æo do poder do  Partido sobre os meios  militares.";1999-10-07
"1855";"telegrama";"Embaixada em WASHINGTON";"ReuniÆo de Presidentes.  Floren‡a. Encontro. Ministro  Bresser Pereira.";1999-10-13
"1618";"despacho telegráfico";"Embaixada em WASHINGTON";"Embaixada em WASHINGTON";1999-10-20
"1906";"telegrama";"Embaixada em WASHINGTON";"BRASIL-EUA. AQUISI€ÇO DE  EQUIPAMENTO MILITAR.  DOCUMENTOS PREPARADO PELA  COMISSÇO AERONµUTICA  BRASILEIRA.";1999-10-20
"1626";"despacho telegráfico";"Embaixada em WASHINGTON";"PROTOCOLO. BRASIL-ESTADOS  UNIDOS. CONCESSAO DE  'AGREMENT'.";1999-10-21
"1925";"telegrama";"Embaixada em WASHINGTON";"Protocolo. Brasil-Estados  Unidos.An£ncio de  concessÆo de 'agrement'.";1999-10-21
"1935";"telegrama";"Embaixada em WASHINGTON";"Arnold & Porter. Faturas.  INSS.";1999-10-22
"1931";"telegrama";"Embaixada em WASHINGTON";"Brasil-Eti¢pia  (Cumulatividade). ConcessÆo de  agrement. Embaixador
Gebre-  Christos.";1999-10-22
"1947";"telegrama";"Embaixada em WASHINGTON";"Vazamento de comunica‡Æo  oﬁcial. providˆncias.";1999-10-25
"872";"telegrama";"Embaixada em PEQUIM";"China-Pol¡tica interna.  RepressÆo da Seita Falun  Gong. Repeti‡Æo de
protestos  apesar das condena‡äes.";1999-11-03
"2046";"telegrama";"Embaixada em WASHINGTON";"ANGOLA. ENCONTROS COM O  REPRESENTANTE DA ODERBRECHT E  O EMBAIXADOR DE ANGOLA EM  WASHINGTON.";1999-11-04
"2062";"telegrama";"Embaixada em WASHINGTON";"Espa‡o. Brasil-EUA.  Comercializa‡Æo do Centro de  Lan‡amentos de
Alcƒntara.  DecisÆo norte-americana.";1999-11-05
"2051";"telegrama";"Embaixada em WASHINGTON";"PROTOCOLO. BRASIL-NAMÖBIA.  CONCESSÇO DE AGREMENT.";1999-11-05
"1709";"despacho telegráfico";"Embaixada em WASHINGTON";"ESPACO EXTERIOR. BRASIL.  EUA. COMERCIALIZACAO DO CENTRO  DE LANCAMENTO DE ALCANTARA.  REUNIAO EM WASHINGTON.";1999-11-08
"2081";"telegrama";"Embaixada em WASHINGTON";"Comercializa‡Æo do Centro de  Lan‡amentos de Alcƒntara.  Encontro
com Arturo  Valenzuela.";1999-11-10
"843";"despacho telegráfico";"Embaixada em PEQUIM";"POLITICA EXTERNA. RELACOES DI-  PLOMATICAS.COREIA DO NORTE.EN- CONTRO COM DIPLOMATA NORTE-CO-  REANO.AUTORIZACAO.";1999-11-11
"903";"telegrama";"Embaixada em PEQUIM";"POLÖTICA EXTERNA. RELA€åES  DIPLOMµTICAS. CORIA DO NORTE.
ENCONTRO COM DIPLOMATA  NORTE-COREANO";1999-11-11
"913";"telegrama";"Embaixada em PEQUIM";"Mong¢lia (cumulatividade).  Embaixador Affonso Celso de  Ouro-Preto.
Agr‚ment.";1999-11-12
"2134";"telegrama";"Embaixada em WASHINGTON";"ANGOLA. ENCONTRO NO  DEPARTAMENTO DE ESTADO COM O
'DEPUTY ASSISTANT  SECRETARY'WITNEY SCHNEIDMAN.";1999-11-16
"947";"telegrama";"Embaixada em PEQUIM";"POLÖTICA EXTERNA. RELA€åES  DIPLOMµTICAS. CORIA DO NORTE.
ENCONTRO COM DIPLOMATA NORTE-  COREANO.";1999-11-22
"2208";"telegrama";"Embaixada em WASHINGTON";"OMC. Rodada do Milˆnio.  Dumping e Subs¡dios. Posi‡Æo  dos EUA. Encontro com David  Aaron, do Departamento de  Com‚rcio.";1999-11-23
"2222";"telegrama";"Embaixada em WASHINGTON";"OMC. ReuniÆo de Seattle.  Convite a Chefes de Estado.";1999-11-24
"1807";"despacho telegráfico";"Embaixada em WASHINGTON";"BRASIL-EUA. VISITA DO SECRE-  TARIO DE DEFESA. ENCONTRO COM  O
SENHOR MINISTRO DE ESTADO.";1999-11-25
"1830";"despacho telegráfico";"Embaixada em WASHINGTON";"ESPACO EXTERIOR. BRASIL. EUA.  COMERCIALIZACAO DO CLA.
REUNIAO DE PERITOS. PROPOSTA  DE DATAS.";1999-11-29
"2256";"telegrama";"Embaixada em WASHINGTON";"Comercialização do Centro de  Lançamentos de Alcântara.  Reunião de
peritos.";1999-11-30
"1840";"despacho telegráfico";"Embaixada em WASHINGTON";"VISITA DO PRESIDENTE KUTCHMA  A WASHINGTON. COOPERACAO
ESPACIAL BRASIL-UCRANIA.";1999-12-02
"2294";"telegrama";"Embaixada em WASHINGTON";"Comercialização do Centro de  Lançamentos de Alcântara.  Reunião de
peritos.";1999-12-06
"2300";"telegrama";"Embaixada em WASHINGTON";"Comercialização do Centro de  Lançamentos de Alcântara.  Reunião de
peritos.";1999-12-07
"1875";"despacho telegráfico";"Embaixada em WASHINGTON";"PROTOCOLO. BRASIL-NAMIBIA. CONCESSAO DE  'AGREMENT'.";1999-12-08
"2361";"telegrama";"Embaixada em WASHINGTON";"PROTOCOLO. BRASIL-NAMÍBIA. CONCESSÃO DE  'AGREMENT'.";1999-12-14
"2413";"telegrama";"Embaixada em WASHINGTON";"Brasil-Angola. Relações  bilaterais. Pedido de  \"Agrement\". Pedido de  informações.";1999-12-18
"2416";"telegrama";"Embaixada em WASHINGTON";"Comercialização do Centro de  Lançamentos de Alcântara.  Reunião de
peritos.";1999-12-18
"2458";"telegrama";"Embaixada em WASHINGTON";"COMERCIALIZAÇÃO DO CENTRO DE  LANÇAMENTOS DE ALCÂNTARA.
REUNIÃO DE PERITOS.";1999-12-23
"2460";"telegrama";"Embaixada em WASHINGTON";"COOPERAÇÃO ACADÊMICA. HARVARD  UNIVERSITY.WEATHERHEAD
CENTER  FOR INTERNATIONAL AFFAIRS.  INDICAÇÃO DE CANDIDATO BRASILEIRO.";1999-12-23
"2484";"telegrama";"Embaixada em WASHINGTON";"Espaço Exterior. Brasil-EUA.  Comercialização do Centro de  Alcântara.
Projeto de acordo  de salvaguardas.";1999-12-29
"24";"telegrama";"Embaixada em WASHINGTON";"COMERCIALIZAÇÃO DO CENTRO DE  LANÇAMENTOS DE
ALCÂNTARA.REU-  NIÃO DE PERITOS.COMENTÁRIOS AO  TEXTO DO PROJETO DE ACORDO  OFERECIDO PELOS EUA.";2000-01-05
"63";"telegrama";"Embaixada em WASHINGTON";"Equador. Agravamento da  situação interna. Posição dos  EUA.
Conversa no DOS.";2000-01-11
"60";"telegrama";"Embaixada em WASHINGTON";"EQUADOR. AGRAVAMENTO DA  SITUAÇÃO INTERNA. POSIÇÃO DOS
EUA. CONVERSA NO DOS.";2000-01-11
"77";"telegrama";"Embaixada em WASHINGTON";"Comercialização do Centro de  Lançamentos de Alcântara.  Acordo de
salvaguardas.  Negociação.";2000-01-12
"26";"despacho telegráfico";"Embaixada em WASHINGTON";"Brasil-EUA. Comando Sul das  Forças Armadas doos EUA.  Oficial de
ligação brasileiro.  Acesso.";2000-01-13
"37";"telegrama";"Escritório Financeiro em Nova York";"Administração. Pessoal.  Comunicação. OC Thaïs Gabriele  Bernardes
Olsen. Credencial de  Segurança. Concessão.";2000-01-13
"122";"telegrama";"Embaixada em WASHINGTON";"Equador. Situação política e  econômica. Reunião dos países  garantes do Protocolo do Rio  de Janeiro no Departamento de  Estado.";2000-01-19
"86";"despacho telegráfico";"Embaixada em WASHINGTON";"ESPAÇO EXTERIOR.  COMERCIALIZAÇÃO DO CLA. ACORDO  DE
SALVAGUARDAS. PROPOSTA DE  ALTERAÇÃO.";2000-02-01
"227";"telegrama";"Embaixada em WASHINGTON";"Comercialização do Centro de  Lançamentos de Alcântara.  Acordo de
salvaguardas.  Proposta de alteração.";2000-02-02
"231";"telegrama";"Embaixada em WASHINGTON";"Brasil-EUA. Drogas. Comando  Sul. JIATF-E. Oficial de  ligação brasileiro.
Credenciamento.";2000-02-03
"54";"despacho telegráfico";"Embaixada em PEQUIM";"Protocolo. Brasil-China.  Concessão de
\"agrément\".";2000-02-04
"106";"telegrama";"Embaixada em PEQUIM";"Protocolo. Brasil-China.  Concessão de
\"agrément\".";2000-02-09
"324";"telegrama";"Embaixada em WASHINGTON";"Brasil-Estados Unidos.  Universidade da Califórnia em  Berkeley. Visita da Senhora  Ruth Cardoso. Comunicação ao  Departamento de Estado.";2000-02-11
"320";"telegrama";"Embaixada em WASHINGTON";"Comercialização do Centro de  Lançamentos de Alcântara.  Acordo de
salvaguardas.  Proposta de alteração.";2000-02-11
"119";"telegrama";"Embaixada em PEQUIM";"Protocolo. Brasil-China. Concessão de
\"agrément\".";2000-02-14
"123";"telegrama";"Embaixada em PEQUIM";"China-Política interna.  Direitos Humanos.Situação às  vesperas da
reunião da CDH.";2000-02-15
"357";"telegrama";"Embaixada em WASHINGTON";"Brasil-Estado Unidos. Terceira  Via. Segunda Reunião de  Cúpula.
Confirmação da data  pelo Presidente Clinton.";2000-02-15
"377";"telegrama";"Embaixada em WASHINGTON";"Comercialização do Centro de  Lançamentos de Alcântara.  Acordo de salvaguardas.  Proposta de Alteração. Reação  preliminar.";2000-02-16
"376";"telegrama";"Embaixada em WASHINGTON";"Direitos Humanos. Situação em  Cuba. Projeto de resolução na  CDH.";2000-02-16
"140";"telegrama";"Embaixada em PEQUIM";"China Direitos Humanos visão  européia.";2000-02-18
"458";"telegrama";"Embaixada em WASHINGTON";"Comercialização do Centro de  Lançamentos de Alcântara.  Acordo de Salvaguardas.  Proposta de alteração. Reação  americana.";2000-02-28
"465";"telegrama";"Embaixada em WASHINGTON";"Comercialização do Centro de  Lançamentos de Alcântara.  Acordo de salvaguardas.  Proposta de Alteração. Reação  preliminar.";2000-02-28
"255";"despacho telegráfico";"Embaixada em WASHINGTON";"ESPAÇO EXTERIOR.  COMERCIALIZAÇÃO DO CLA. ACORDO  DE SALVAGUARDAS. \"PAPER\"  NORTE-AMERICANO. REAÇÃO  BRASILEIRA.";2000-02-28
"192";"telegrama";"Embaixada em PEQUIM";"China-Relações com Taiwan.";2000-03-02
"208";"telegrama";"Embaixada em PEQUIM";"AGRÉMENT PARA EMBAIXADOR WAN  YONGXIANG. PUBLICAÇÃO.
DISPENSA DE SIMULTANEIDADE.";2000-03-03
"201";"telegrama";"Embaixada em PEQUIM";"Desdobramentos do \"white  papers\" sobre Taiwan.";2000-03-03
"517";"telegrama";"Embaixada em WASHINGTON";"Comercialização do Centro de  Lançamentos de Alcântara.  Acordo de
Salvaguardas.  Proposta de alteração.";2000-03-03
"214";"telegrama";"Embaixada em PEQUIM";"China-Taiwan. Declaração do  Primeiro Ministro Zhu Rongji.";2000-03-08
"560";"telegrama";"Embaixada em WASHINGTON";"Comercialização do Centro de  Lançamentos de Alcântara.  Acordo de
salvaguardas.  Conversas informais.";2000-03-09
"238";"telegrama";"Embaixada em PEQUIM";"Promoção Comercial. Brasil-  RPC. EMBRAER. Promoção de  material
de uso militar.";2000-03-14
"273";"telegrama";"Embaixada em PEQUIM";"Viagem de Líder militar chinês  ao Brasil. Impressão de calma  com
Taiwan.";2000-03-20
"338";"despacho telegráfico";"Embaixada em WASHINGTON";"ESPAÇO EXTERIOR.  COMERCIALIZAÇÃO DO CLA. ACORDO  DE SALVAGUARDAS TECNOLÓGICAS.  ALTERNATIVAS AO ARTIGO III 1  A.";2000-03-20
"282";"telegrama";"Embaixada em PEQUIM";"Questão de Taiwan após a  eleição. Reação de Pequim.";2000-03-21
"656";"telegrama";"Embaixada em WASHINGTON";"Brasil-EUA. Extradição.";2000-03-21
"347";"despacho telegráfico";"Embaixada em WASHINGTON";"Brasil-EUA. Visita do  Presidente Clinton ao Brasil.";2000-03-21
"651";"telegrama";"Embaixada em WASHINGTON";"Espaço exterior.  Comercialização do CLA. Acordo  de salvaguardas
tecnológicas.  Proposta brasileira.";2000-03-21
"649";"telegrama";"Embaixada em WASHINGTON";"Espaço exterior.  Comercialização do CLA. Acordo  de salvaguardas
tecnológicas.  Proposta brasileira.";2000-03-21
"286";"telegrama";"Embaixada em PEQUIM";"China-Taiwan. Desdobramentos  após a eleição.";2000-03-22
"686";"telegrama";"Embaixada em WASHINGTON";"Espaço exterior.  Comercialização do CLA. Acordo  de salvaguardas
tecnológicas.  Proposta brasileira.";2000-03-24
"693";"telegrama";"Embaixada em WASHINGTON";"Extradição. Brasil-EUA.";2000-03-24
"684";"telegrama";"Embaixada em WASHINGTON";"Paraguai. Situação política e  econômica. Carta do Embaixador  Peter
Romero.";2000-03-24
"712";"telegrama";"Embaixada em WASHINGTON";"Espaço exterior.  Comercialização do CLA. Acordo  de salvaguardas tecnológicas.  Proposta brasileira. Reação  dos EUA.";2000-03-28
"388";"despacho telegráfico";"Embaixada em WASHINGTON";"ESPAÇO EXTERIOR.  COMERCIALIZAÇÃO DO CLA.  SALVAGUARDAS
TECNOLÓGICAS.  GARANTIAS ORAIS.";2000-03-29
"390";"despacho telegráfico";"Embaixada em WASHINGTON";"Paraguai. Situação política e  econômica. Carta do Embaixador  Peter
Romero.";2000-03-29
"10002";"telegrama";"Embaixada em WASHINGTON";"Brasil-Estados Unidos.  Relações bilaterais. Visita a  Washington do Sr. Ministro de  Estado.Reunião com o Subsecre-  tário Thomas Pickering.";2000-03-30
"10001";"telegrama";"Embaixada em WASHINGTON";"Brasil-Estados Unidos.  Relações bilaterais. Visita a  Washington do Sr. Ministro de  Estado. Secretária de Estado  Madeleine Albright.";2000-03-31
"728";"telegrama";"Embaixada em WASHINGTON";"Espaço Exterior.  Comercialização do CLA.  Salvaguardas Tecnológicas.
Acordo com os EUA.";2000-03-31
"736";"telegrama";"Embaixada em WASHINGTON";"Relações Brasil-EUA. Visita do  Presidente Clinton ao Brasil.";2000-04-03
"345";"telegrama";"Embaixada em PEQUIM";"China. Direitos Humanos.  Gestão para voto brasileiro na  CDH.";2000-04-05
"437";"despacho telegráfico";"Embaixada em WASHINGTON";"ESPAÇO EXTERIOR.  COMERCIALIZAÇÃO DO CLA.  SALVAGUARDAS TECNOLÓGICAS.  GARANTIAS ORAIS. MODIFICAÇÃO.";2000-04-06
"476";"despacho telegráfico";"Embaixada em WASHINGTON";"Assuntos Jurídicos.EUA/Brasil.";2000-04-14
"404";"telegrama";"Embaixada em PEQUIM";"China. Política Interna.";2000-04-18
"482";"despacho telegráfico";"Embaixada em WASHINGTON";"Assuntos Jurídicos.  EUA/Brasil.";2000-04-18
"871";"telegrama";"Embaixada em WASHINGTON";"PROTOCOLO.    BRASIL-GÂMBIA.  PEDIDO DE AGRÉMENT.";2000-04-19
"927";"telegrama";"Embaixada em WASHINGTON";"Peru. Eleições presidenciais.  Passagem   pelos   EUA  do  candidato
Alejandro Toledo.";2000-04-28
"986";"telegrama";"Embaixada em WASHINGTON";"ALCA.  Brasil-EUA.  Posição  brasileira.Conversa    com o  \"Deputy\"
USTR.";2000-05-05
"1059";"telegrama";"Embaixada em WASHINGTON";"EXTRADIÇÃO.      BRASIL-EUA.";2000-05-16
"600";"despacho telegráfico";"Embaixada em WASHINGTON";"Extradição. Brasil-EUA.";2000-05-16
"386";"telegrama";"Embaixada em  PEQUIM";"Administração.Pessoal. Pequim.  OC Luiza Antonia Louzada.  Chegada.";2001-04-20
"73";"despacho telegráfico";"Embaixada em  PEQUIM";"Brasil-China. Passagem do  Presidente Jiang Zemin pelo  Brasil. Audiência com o Sr.  Presidente
da República.";2001-01-31
"255";"telegrama";"Embaixada em  PEQUIM";"Brasil-República Popular  Democrática da Coréia.  Estabelecimento de relações.  Visita de
diplomata da Coréia  do Sul.";2001-03-16
"144";"despacho telegráfico";"Embaixada em  PEQUIM";"Brasil-RPC. Visita do  Presidente Jiang Zemin ao  Brasil.";2001-02-23
"109";"telegrama";"Embaixada em  PEQUIM";"Cartas de resposta do  Presidente Jiang Zemin às  cartas do Presidente Fernando  Henrique
Cardoso.";2001-02-05
"179";"telegrama";"Embaixada em  PEQUIM";"China - Seita Falun Gong.";2001-02-21
"74";"telegrama";"Embaixada em  PEQUIM";"China Brasil. Carta do  Presidente da República Jiang";2001-01-22
"348";"telegrama";"Embaixada em  PEQUIM";"China. CDH. Resolução sobre a  situação dos direitos humanos  na China. Pedido de apoio do
Brasil.";2001-04-11
"74";"despacho telegráfico";"Embaixada em  PEQUIM";"China-Brasil. Carta de  resposta do Presidente Jiang  Zemin a duas cartas do  Presidente
Fernando Henrique  Cardoso.";2001-01-31
"154";"telegrama";"Embaixada em  PEQUIM";"China-Brasil. Parada técnica  no Brasil do Presidente  Chinês.";2001-02-15
"176";"telegrama";"Embaixada em  PEQUIM";"Comunicações. Recebimento de  disquetes.";2001-02-20
"1293";"telegrama";"Embaixada em  PEQUIM";"Coréia do Norte. Visão chinesa";2000-12-29
"637";"telegrama";"Embaixada em  PEQUIM";"Cúpula intercoreana.  Informações chinesas.";2000-06-27
"76";"telegrama";"Embaixada em  PEQUIM";"Passagem do Presidente Jiang  Zemin pelo Brasil.";2001-01-22
"768";"despacho telegráfico";"Embaixada em  PEQUIM";"Política Externa. Brasil-  Coréia do Norte. Pedido de  entrevista de diplomata  coreano.";2000-10-10
"962";"telegrama";"Embaixada em  PEQUIM";"Política externa. Brasil-  Coréia do Norte. Pedido de  entrevista de diplomata  coreano.";2000-10-05
"118";"telegrama";"Embaixada em  PEQUIM";"Presidente da República  da  China. Parada \"técnica\" no  Brasil.";2001-02-08
"107";"despacho telegráfico";"Embaixada em  PEQUIM";"Presidente da RPC. Parada  \"técnica no Brasil\".";2001-02-13
"130";"telegrama";"Embaixada em  PEQUIM";"Promoção comercial. Brasil-  China. Negociações da EMBRAER.  Visitas oficiais.";2001-02-12
"1143";"telegrama";"Embaixada em  PEQUIM";"Promoção Comercial. Brasil-  RPC. Embraer. Assinatura de  Memorando de Certificação  entre
o DAC e a CAAC. Possível  data.";2000-11-22
"1018";"telegrama";"Embaixada em  PEQUIM";"Promoção Comercial. Brasil-  RPC. Embraer. Carta do Sr. VPR  ao Vice-Presidente Hu Jintao.";2000-10-20
"1048";"telegrama";"Embaixada em  PEQUIM";"Promoção Comercial. Brasil-  RPC. Embraer. III China  Airshow. Participação da  Embaixada.
Passagens aéreas.";2000-10-30
"1104";"telegrama";"Embaixada em  PEQUIM";"Promoção Comercial. Brasil-  RPC. Embraer. III China  Airshow. Participação de  representantes
da Embaixada.  Relatório.";2000-11-14
"992";"telegrama";"Embaixada em  PEQUIM";"Promoção Comercial. Brasil-  RPC. Embraer. Negociações com  a \"China Southern Airlines\".
\"Bombardier\". Visita a  Guangzhou.";2000-10-19
"1019";"telegrama";"Embaixada em  PEQUIM";"Promoção Comercial. Brasil-  RPC. Embraer. Negociações com  a \"China Southern Airlines\".
\"Show\" Aéreo de Zhuhai.  Passagens e diárias.";2000-10-20
"974";"telegrama";"Embaixada em  PEQUIM";"Promoção Comercial. Brasil-  RPC. Embraer. Negociações com  a \"China Southern Airlines\".
Interferência política da  \"Bombardier\".";2000-10-19
"1118";"telegrama";"Embaixada em  PEQUIM";"Promoção Comercial. Brasil-  RPC. Embraer. Venda de ERJ 145  à \"China Southern Airlines\".
Assinatura de contrato.  Ratificação pela SDPC.";2000-11-17
"785";"despacho telegráfico";"Embaixada em  PEQUIM";"Promoção Comercial.Brasil-RPC.  Aeronaves. Embraer.  III China  Airshow.Participação de
repre-  sentantes da Embaixada.Autori-  zação.";2000-10-20
"467";"telegrama";"Embaixada em  PEQUIM";"Relações Brasil-RPC.  Reaparelhamento da FAB.  Aquisição de Aviões F-5  A Taiwan.";2001-05-11
"959";"telegrama";"Embaixada em  PEQUIM";"Relações Brasil-RPC. Proposta  de venda de três submarinos  brasileiros a Taiwan.";2000-09-29
"261";"telegrama";"Embaixada em  PEQUIM";"Visita do Presidente Jiang  Zemin ao Brasil.";2001-03-19
"181";"telegrama";"Embaixada em  PEQUIM";"Visita do Presidente Jiang  Zemin ao Brasil.";2001-02-22
"724";"telegrama";"Embaixada em  WASHINGTON";"Assuntos  Consulares.  Vistos  Temporários. Irregularidades.";2001-03-21
"1056";"despacho telegráfico";"Embaixada em  WASHINGTON";"Brasil/EUA.Caso TRT/SP.Ação  Civil.";2000-09-04
"2381";"telegrama";"Embaixada em  WASHINGTON";"Brasil-Argentina.Sec.Finanças  Min.  da  Economia Argentino.  Visita a Washington.  Comen-
tário  política   comercial  brasileira. Mercosul.";2000-11-03
"1247";"telegrama";"Embaixada em  WASHINGTON";"Brasil-Bolívia.     Energia.  Atitude  do  Governo  Norte-  Americano.";2000-06-09
"1309";"telegrama";"Embaixada em  WASHINGTON";"Brasil-Bolívia. Energia. Gás.  Atitude do Governo Americano.  Remessa de Documentos.";2000-06-19
"1664";"telegrama";"Embaixada em  WASHINGTON";"BRASIL-BOTSUANA. APRESENTAÇÃO  DE  CREDENCIAIS.  EMBAIXADOR  KGOSI SEEPAPITSO IV.";2000-08-08
"1857";"telegrama";"Embaixada em  WASHINGTON";"BRASIL-BOTSUANA. APRESENTAÇÃO  DE  CREDENCIAIS.  EMBAIXADOR  KGOSI SEEPAPITSO IV.";2000-09-05
