"no";"tipo";"de_para";"resumo";"data"
"472";"despacho telegráfico";"Embaixada em PEQUIM";"MONGOLIA (CUMULATIVIDADE).  BRASIL-MONGOLIA. GESTOES.";1999-07-02
"463";"telegrama";"Embaixada em PEQUIM";"MONGOLIA (CUMULATIVIDADE). POLITICA  EXTERNA. BRASIL-
MONGOLIA. GESTOES.";1999-07-02
"1038";"telegrama";"Embaixada em WASHINGTON";"EXTRADICAO. BRASIL-EUA.";1999-07-10
"1055";"telegrama";"Embaixada em WASHINGTON";"BRASIL-EUA. US FEDERRAL AVIATION  ADMINISTRATION. BUG DO
MILENIO.  AERONAVES BRASILEIRAS.";1999-07-13
"1058";"telegrama";"Embaixada em WASHINGTON";"EXTRADICAO. BRASIL-EUA.";1999-07-13
"1070";"telegrama";"Embaixada em WASHINGTON";"COMERCIALIZACAO DO CENTRO DE  LANCAMENTOS DE ALCANTARA. GRUPO DE  PERITOS DOS EUA. REUNIAO NO BRASIL.";1999-07-15
"1015";"despacho telegráfico";"Embaixada em WASHINGTON";"COMERCIALIZACAO DO CENTRO  DE LANCAMENTO DE ALCANTARA. GRUPO DE PERITOS DOS EUA.  REUNIAO EM WASHINGTON.";1999-07-16
"1104";"telegrama";"Embaixada em WASHINGTON";"COMERCIO EXTERIOR. ALCA E OMC.  COORDENACAO ENTRE O
MERCOSUL E OS  ESTADOS UNIDOS. REATIVACAO DO  MECANISMO 4 + 1.";1999-07-19
"1167";"telegrama";"Embaixada em WASHINGTON";"BRASIL-EUA. EXTRADICAO. 
DESCOBERTA DE  CONTAS NA SUICA.";1999-07-23
"1183";"telegrama";"Embaixada em WASHINGTON";"COMERCIO EXTERIOR. MERCOSUL.  COORDENACAO BRASIL-
ARGENTINA.  MECANISMO 4+1.";1999-07-26
"1181";"telegrama";"Embaixada em WASHINGTON";"POLITICA EXTERNA. RELACOES  EUA-COLOMBIA. QUEDA DE AVIAO EM
AREA  CONTROLADA PELA GUERRILHA.";1999-07-26
"562";"telegrama";"Embaixada em PEQUIM";"SEITA FALUN GONG.";1999-07-27
"567";"telegrama";"Embaixada em PEQUIM";"Visita do General  Gleuber.China";1999-07-29
"1218";"telegrama";"Embaixada em WASHINGTON";"ARGENTINA. POSSIVEL ADMISSAO NA  OTAN. RESPOSTA DA
ORGANIZACAO.";1999-07-29
"1209";"telegrama";"Embaixada em WASHINGTON";"BRASIL-EUA. EXTRADICAO. ACAO
MOVIDA NOS EUA  CONTRA O EXTRADITADO.";1999-07-29
"1208";"telegrama";"Embaixada em WASHINGTON";"BRASIL-EUA. EXTRADICAO. CONTA
NA SUICA.";1999-07-29
"1210";"telegrama";"Embaixada em WASHINGTON";"COMERCIALIZACAO DO CENTRO DE  LANCAMENTOS DE ALCANTARA. GRUPO DE  PERITOS. REUNIAO EM WASHINGTON.  RESULTADOS.";1999-07-29
"1195";"telegrama";"Embaixada em WASHINGTON";"BRASIL-EUA. VISITA AO SUBSECRETARIO  DE ESTADO PARA ASSUNTOS
POLITICOS.  ANGOLA.";1999-08-02
"1173";"despacho telegráfico";"Embaixada em WASHINGTON";"PROTOCOLO. BRASIL-LESOTO.  EMBAIXADOR LEBOHANG KENNETH
MOLEKO. CONCESSAO DE AGREMENT.";1999-08-04
"1214";"despacho telegráfico";"Embaixada em WASHINGTON";"COMERCIALIZACAO DO CENTRO DE  LANCAMENTOS DE ALCANTARA. NON  PAPER DOS EUA. REACAO INICIAL  BRASILEIRA.";1999-08-10
"1343";"telegrama";"Embaixada em WASHINGTON";"Espa‡o. Brasil-EUA.  Comercializa‡Æo do Centro de  Lan‡amentos de Alcƒntara.  ''Non paper'' dos EUA. Rea‡Æo  inicial brasileira.";1999-08-11
"1353";"telegrama";"Embaixada em WASHINGTON";"Comunica‡äes. Sistema TEKA.  Discos de cifra‡Æo e  decifra‡Æo.
Recebimento.";1999-08-13
"645";"telegrama";"Embaixada em PEQUIM";"Falun Gong-An lise";1999-08-18
"593";"telegrama";"Embaixada em PEQUIM";"SEITA FALUN GONG";1999-08-18
"1399";"telegrama";"Embaixada em WASHINGTON";"BRASIL-EUA. PRISÇO PREVENTIVA  PARA FINS DE EXTRADI€ÇO.";1999-08-18
"1445";"telegrama";"Embaixada em WASHINGTON";"Espa‡o. Brasil-EUA.  Comercializa‡Æo do Centro de  Lan‡amentos de
Alcƒntara.  Visita de representante da  TRW.";1999-08-25
"1460";"telegrama";"Embaixada em WASHINGTON";"Extradi‡Æo. EUA/Brasil.";1999-08-26
"1471";"telegrama";"Embaixada em WASHINGTON";"Situa‡Æo Pol¡tica na Am‚rica  Latina. Crises na Col“mbia e  Venezuela.
Conversa com Arturo  Valenzuela e Peter Romero.";1999-08-27
"1352";"despacho telegráfico";"Embaixada em WASHINGTON";"BRASIL-EUA.  VISITA AO BRASIL  DO GENERAL MCCAFFREY. ENCON-
TRO COM O SENHOR PRESIDENTE  DA REPUBLICA.";1999-08-31
"1349";"despacho telegráfico";"Embaixada em WASHINGTON";"BRASIL-EUA.VISITA AO BRASIL DE  KENNETH H.MACKAY. ENCONTRO
COM  O SENHOR PRESIDENTE DA REPUBLI  CA.";1999-08-31
"1365";"despacho telegráfico";"Embaixada em WASHINGTON";"NARCOTRAFICO. VISITA A BRASI-  LIA DO GENERAL BARRY MACCAF-
FREY. AUDIENCIA NO ITAMARATY.";1999-09-01
"1531";"telegrama";"Embaixada em WASHINGTON";"BRASIL-EUA. AQUISI€ÇO DE  EQUIPAMENTO MILITAR.  dOCUMENTOS PREPARADO PELA  COMISSÇO AERONµUTICA  BRASILEIRA.";1999-09-02
"1366";"despacho telegráfico";"Embaixada em WASHINGTON";"NARCOTRAFICO. VISITA A  BRASILIA DO GENERAL  MCCAFFREY.
AUDIENCIA COM  O MINISTRO DA JUSTICA.";1999-09-02
"1368";"despacho telegráfico";"Embaixada em WASHINGTON";"PARAGUAI-ARGENTINA.  ENTREVISTA
COM  O CHANCELER PARAGUAIO.";1999-09-02
"1366";"despacho telegráfico";"Embaixada em WASHINGTON";"NARCOTRAFICO. VISITA A  BRASILIA DO GENERAL  MCCAFFREY.
AUDIENCIA COM  O MINISTRO DA JUSTICA.";1999-09-03
"1380";"despacho telegráfico";"Embaixada em WASHINGTON";"PARAGUAI. URUGUAI. DENEGACAO  DE TRAMITE DO PEDIDO DE EXTRA
DICAO";1999-09-03
"1413";"despacho telegráfico";"Embaixada em WASHINGTON";"BRASIL-EUA. AQUISICAO DE EQUI-  PAMENTO MILITAR. DOCUMENTO PRE  PARADO PELA COMISSAO  AERONAU-  TICA BRASILEIRA.";1999-09-09
"1580";"telegrama";"Embaixada em WASHINGTON";"Timor Leste. Proposta de For‡a  Internacional de Paz.";1999-09-09
"713";"telegrama";"Embaixada em PEQUIM";"Timor Leste. For‡a  Internacional de Paz.  Proposta da Austr lia.";1999-09-10
"1407";"despacho telegráfico";"Embaixada em WASHINGTON";"BRASIL/EUA. EXTRADICAO.  CON-
SULTA.";1999-09-10
"744";"telegrama";"Embaixada em PEQUIM";"Terremoto de Taiwan.  SugestÆo de um telegrama de  condolˆncias.";1999-09-23
"725";"despacho telegráfico";"Embaixada em PEQUIM";"TERREMOTO DE TAIWAN. SUGESTAO  DE UM telegrama DE
CONDOLEN-  CIAS.";1999-09-27
"1719";"telegrama";"Embaixada em WASHINGTON";"Conversa Clinton-Chaves.  Clinton-Pastrana.";1999-09-27
"1528";"despacho telegráfico";"Embaixada em WASHINGTON";"BRASIL/EUA. PEDIDO DE ASSIS-  TENCIA JUDICIARIA EM MATERIA
PENA.";1999-09-30
"1765";"telegrama";"Embaixada em WASHINGTON";"Brasil/EUA. Pedido de  assistˆncia judici ria em  mat‚ria penal.";1999-10-01
"1761";"telegrama";"Embaixada em WASHINGTON";"telegrama anulado pelo CONTROLE DE SÉRIE (DCA) em: 01/10/1999
12:17";1999-10-01
"1537";"despacho telegráfico";"Embaixada em WASHINGTON";"BRASIL/EUA.PEDIDO DE ASSISTEN-  CIA JUDICIARIA EM MATERIA  PE- NAL.";1999-10-04
"1539";"despacho telegráfico";"Embaixada em WASHINGTON";"PROTOCOLO. BRASIL-RUANDA. 
CONCESSAO DE AGREMENT.";1999-10-04
"1809";"telegrama";"Embaixada em WASHINGTON";"Protocolo. Brasil-Ruanda.  ConcessÆo de
agrement.";1999-10-06
