"no";"tipo";"de_para";"resumo";"data"
"2433";"telegrama";"Escritório Financeiro em Nova York";"ADMINISTRACAO. PROGRAMA COMPLEMENTAR  DE ASSISTENCIA MEDICA.
PERIODO  1998-99.";1998-09-10
"1529";"telegrama";"Embaixada em  WASHINGTON";"DEFESA. AQUISICAO DE AVIOES P-3 PELA  FAB. TRATATIVA.";1998-09-11
"1303";"despacho telegráfico";"Embaixada em  WASHINGTON";"BRASIL-ESTADOS UNIDOS.TERRORIS  MO.OEA.II CONFERENCIA INTERAME
RICANA ESPECIALIZADA.VIAGEM DE  MUIRHEAD A BRASILIA.";1998-09-15
"1309";"despacho telegráfico";"Embaixada em  WASHINGTON";"BRASIL-ESTADOS UNIDOS.  TERRO-  RISMO.  OEA.  II  CONFERENCIA
INTERAMERICANA  ESPECIALIZADA.  VIAGEM DE MUIRHEAD A BRASILIA.";1998-09-17
"1327";"despacho telegráfico";"Embaixada em  WASHINGTON";"PROTOCOLO. BRASIL-BURKINA.  CONCESSAO DE ''AGREMENT''.";1998-09-21
"1333";"despacho telegráfico";"Embaixada em  WASHINGTON";"RETRANSMISSAO DE telegrama.";1998-09-22
"816";"despacho telegráfico";"Embaixada em  PEQUIM";"ASSUNTOS CONSULARES.IMIGRACAO  ILEGAL.";1998-09-25
"5011";"telegrama";"Embaixada em  PEQUIM";"PROTOCOLO. BRASIL-MONGOLIA. PEDIDO DE AGREMENT. EMBAIXADOR DAGVA
TSAKHILGAAN.";1998-09-29
"6477";"despacho telegráfico";"Escritório Financeiro em Nova York";"ADMINISTRACAO FINANCEIRA. EMBAIXADA EM DACCA. RECEITA EXTRAORDINARIA DA UNIAO. TRANSFERENCIA DE RECURSOS.";1998-10-05
"1690";"telegrama";"Embaixada em  WASHINGTON";"PROCESSO DE PAZ EQUADOR-PERU.  ENCONTRO TRIPARTITE. BRASILIA, EM 7  E 8
DE OUTUBRO. DOCUMENTOS.";1998-10-09
"1421";"despacho telegráfico";"Embaixada em  WASHINGTON";"RETRANSMISSAO DE telegrama.  DESARMAMENTO. MTCR. PLENARIA  DE
BUDAPESTE. DELEGACAO BRA-  SILEIRA. PERFIL DE ATUACAO.";1998-10-13
"1727";"telegrama";"Embaixada em  WASHINGTON";"BRASIL-ARGENTINA-PARAGUAI. FRONTEIRA  TRIPLICE. CRIME ORGANIZADO E
TERRORISMO. CASA DE REPRESENTANTES  DOS EUA. CSIS. APRESENTACAO DO MINISTRO DO INTERIOR DA ARGENTINA.";1998-10-15
"1729";"telegrama";"Embaixada em  WASHINGTON";"BRASIL-ARGENTINA-PARAGUAI. FRONTEIRA  TRIPLICE. CRIME ORGANIZADO E TERRORISMO. CASA DE REPRESENTANTES  DOS EUA. CSIS. APRESENTACAO DO
MINISTRO DO INTERIOR DA ARGENTINA.";1998-10-16
"1758";"telegrama";"Embaixada em  WASHINGTON";"BRASIL-ESTADOS UNIDOS. DROGAS  ILEGAIS E CRIMES CONEXOS.
IMPLEMENTACAO DA LEI SOBRE TIRO DE  DESTRUICAO.";1998-10-20
"1470";"despacho telegráfico";"Embaixada em  WASHINGTON";"BRASIL-ARGENTINA-PARAGUAI.CRI-  ME ORGANIZADO E TERRORISMO.MI-
NISTRO CORACH.RETRANSMISSAO DE  telegrama.";1998-10-22
"1782";"telegrama";"Embaixada em  WASHINGTON";"BRASIL-EUA-ARGENTINA-PARAGUAI. CRIME  ORGANIZADO E TERRORISMO.
MINISTRO  CORACH.";1998-10-26
"1495";"despacho telegráfico";"Embaixada em  WASHINGTON";"BRASIL-ESTADOS UNIDOS.DROGAS  ILEGAIS E CRIMES CONEXOS.IMPLE
MENTACAO DA LEI SOBRE TIRO DE  DESTRUICAO.";1998-10-27
"1795";"telegrama";"Embaixada em  WASHINGTON";"BRASIL-ESTADOS UNIDOS. DROGAS  ILEGAIS E CRIMES CONEXOS.
IMPLEMENTACAO DA LEI SOBRE TIRO DE  DESTRUICAO.";1998-10-28
"1830";"telegrama";"Embaixada em  WASHINGTON";"BRASIL-ESTADOS UNIDOS. DROGAS  ILEGAIS E CRIMES CONEXOS.
IMPLEMENTACAO DA LEI SOBRE TIRO DE  DESTRUICAO.";1998-11-03
"1527";"despacho telegráfico";"Embaixada em  WASHINGTON";"BRASIL-ESTADOS UNIDOS. DROGAS  ILEGAIS ET CRIMES CONEXOS.
IMPLEMENTACAO DA LEI SOBRE  TIRO DE DESTRUICAO.";1998-11-04
"1851";"telegrama";"Embaixada em  WASHINGTON";"BRASIL-EUA. PERSPECTIVAS DE  DESIGNACAO DE NOVO EMBAIXADOR DOS  EUA
EM BRASILIA. CONVERSA COM BRIAN  ATWOOD.";1998-11-05
"1857";"telegrama";"Embaixada em  WASHINGTON";"BRASIL-COLOMBIA. ACOES TERRORISTAS  NA AREA DA FRONTEIRA. COMENTARIO DO  ''ASSISTANT SECRETARY OF STATE FOR  INTER-AMERICAN
AFFAIRS''.";1998-11-06
"1863";"telegrama";"Embaixada em  WASHINGTON";"BRASIL-ESTADOS UNIDOS. TERRORISMO.  ARGENTINA. FRONTEIRA TRIPLICE.
REUNIAO COM FUNCIONARIO DO FBI.";1998-11-09
"1559";"despacho telegráfico";"Embaixada em  WASHINGTON";"BRASIL-ESTADOS UNIDOS.  TERRORISMO. ARGENTINA.  FRONTEIRA TRIPLICE.
REUNIAO  COM FUNCIONARIO DO FBI.";1998-11-10
"1553";"despacho telegráfico";"Embaixada em  WASHINGTON";"PRISAO PREVENTIVA PARA FINS DE  EXTRADICAO. EUA/BRASIL.  JOSE MARIO
FERREIRA FONTES.";1998-11-10
"1885";"telegrama";"Embaixada em  WASHINGTON";"BRASIL-EUA-PARAGUAI. RELACOES  POLITICAS. VISITA DE DIDO FLORENTIN.
ALMOCO EM SUA HOMENAGEM.";1998-11-10
"1876";"telegrama";"Embaixada em  WASHINGTON";"PROTOCOLO. BRASIL-BURKINA FASO. CONCESSAO  DE  AGREMENT.";1998-11-10
"1897";"telegrama";"Embaixada em  WASHINGTON";"BRASIL-EUA-PARAGUAI. RELACOES  POLITICAS. VISITA DE DIDO FLORENTIN.";1998-11-12
"1896";"telegrama";"Embaixada em  WASHINGTON";"PROTOCOLO. BRASIL-ETIOPIA. PEDIDO DE  AGREMENT. EMBAIXADOR BERHANE
GEBRE  CHIRISTOS.";1998-11-12
"1908";"telegrama";"Embaixada em  WASHINGTON";"BRASIL-ESTADOS UNIDOS. TERRORISMO.  ARGENTINA. FRONTEIRA TRIPLICE.
REUNIAO COM FUNCIONARIO DO FBI.";1998-11-13
"829";"telegrama";"Consulado em  NOVA YORK";"'ROAD SHOW''. PROGRAMA FISCAL,  RECENTES DESENVOLVIMENTOS DA ECONOMIA BRASILEIRA.  MININSTRO PEDRO MALAN EM NOVA YORK.";1998-11-15
"831";"telegrama";"Consulado em  NOVA YORK";"BOLSA DE VALORES DE NOVA YORK.  LANCAMENTO DE ACOES BRASILEIRAS.
PROPOSTA DO VICE-PRESIDENTE.";1998-11-16
"1574";"despacho telegráfico";"Embaixada em  WASHINGTON";"BRASIL-COLOMBIA. ACOES TERRO-  RISTAS NA AREA DE FRONTEIRA.
COMENTARIOS DO EMBAIXADOR  PETER ROMERO.";1998-11-16
"838";"telegrama";"Consulado em  NOVA YORK";"BOLSA DE VALORES DE NOVA YORK.  LANCAMENTO DE ACOES BRASILEIRAS.
MINISTRO DAS COMUNICACOES.";1998-11-17
"1955";"telegrama";"Embaixada em  WASHINGTON";"BRASIL-ESTADOS UNIDOS-ARGENTINA.  TERRORISMO. DETENCAO.";1998-11-19
"1972";"telegrama";"Embaixada em  WASHINGTON";"BRASIL-COLOMBIA. ACOES TERRORISTAS  NA AREA DE FRONTEIRA.
COMENTARIOS DO  EMBAIXADOR PETER ROMERO.";1998-11-21
"1980";"telegrama";"Embaixada em  WASHINGTON";"PRISAO PREVENTIVA PARA FINS DE  EXTRADICAO. EUA/BRASIL. JOSE MARIO
FERREIRA FONTES.";1998-11-24
"1985";"telegrama";"Embaixada em  WASHINGTON";"BRASIL-EUA. RELACOES COM COLOMBIA E  VENEZUELA. PROPOSTA DE
CONSULTAS  POLITICAS.";1998-11-25
"1650";"despacho telegráfico";"Embaixada em  WASHINGTON";"BRASIL-EUA. RELACOES COM  COLOMBIA ET VENEZUELA.  PROPOSTA DE
CONSULTAS  POLITICAS.";1998-11-28
"1652";"despacho telegráfico";"Embaixada em  WASHINGTON";"TERRORISMO.BRASIL-EUA-ARGENTI-  NA. DETENCAO.";1998-11-28
"308";"TEL";"Washington ( E )";"Privilégios e imunidades. Nota do  DoS. Solicitação de resposta.";2016-02-24
"344";"TEL";"Washington ( E )";"Privilégios e imunidades. Nota de  resposta ao DoS.";2016-02-29
"203";"TEL";"Pequim ( E )";"China. Visita a Pequim  (23-25/2/2016). Avaliação.";2016-03-02
"376";"TEL";"Washington ( E )";"Zika. Banco Mundial.  Possibilidade de alocar  recursos para o combate  ao  vírus zika no Brasil.";2016-03-03
