"no";"tipo";"de_para";"resumo";"data"
"1940";"telegrama";"Embaixada em  WASHINGTON";"Espaço  Exterior. Brasil-EUA.  Comercialização de Alcântara.  Projeto Leolink.";2000-09-18
"1549";"telegrama";"Embaixada em  WASHINGTON";"Espaço  Exterior. Brasil-EUA.  Israel.   Projeto  Leolink.  Gestões    coordenadas   em
Washington.";2000-07-26
"1642";"telegrama";"Embaixada em  WASHINGTON";"Espaço  exterior. Brasil-EUA.  Israel.   Projeto  Leolink.  Gestões    coordenadas   em
Washington.";2000-08-07
"2019";"telegrama";"Embaixada em  WASHINGTON";"Espaço Exterior. Brasil. EUA.  Israel.  Leolink.  Reunião na  Embaixada.";2000-09-27
"2054";"telegrama";"Embaixada em  WASHINGTON";"Espaço Exterior. Brasil. EUA.  Israel.  Leolink. Resposta do  DOS.";2000-09-29
"831";"despacho telegráfico";"Embaixada em  WASHINGTON";"ESPAÇO EXTERIOR. BRASIL. EUA.  ISRAEL. CLA. PROJETO LEOLINK.  GESTÕES COORDENADAS
EM  WASHINGTON.";2000-07-06
"1991";"telegrama";"Embaixada em  WASHINGTON";"Espaço Exterior. Brasil. EUA.  Israel. Leolink.  Reuniões na  Embaixada.";2000-09-25
"795";"despacho telegráfico";"Embaixada em  WASHINGTON";"ESPAÇO EXTERIOR. BRASIL. EUA.  ISRAEL. LEOLINK. GESTÕES  COORDENADAS EM
WASHINGTON.";2000-06-28
"813";"despacho telegráfico";"Embaixada em  WASHINGTON";"EUA. COmbate ao narcotráfico  na Amazônia.";2000-06-30
"222";"telegrama";"Embaixada em  WASHINGTON";"EUA-Brasil. ALCA. Agenda para  Quebec.";2001-01-29
"2709";"telegrama";"Embaixada em  WASHINGTON";"EUA-Chile.    Anúncio    de  negociações  de  acordo  de  livre    comércio.   Relato
pormenorizado  do  Embaixador  chileno em Washington.";2000-12-13
"417";"despacho telegráfico";"Embaixada em  WASHINGTON";"Extradição. EUA/Brasil.";2001-04-06
"379";"despacho telegráfico";"Embaixada em  WASHINGTON";"Extradição. EUA/Brasil.";2001-03-29
"2511";"telegrama";"Embaixada em  WASHINGTON";"Fronteira         Tríplice.  Contrabando      de     CDs  pirateados.  Participação  de  grupos
islâmicos.";2000-11-21
"434";"telegrama";"Embaixada em  WASHINGTON";"Política  Comercial. Sugestão  de  reunião  conjunta  dos  Embaixadores  do  Mercosul.
Tratamento     de     Temas  Bilaterais. Avaliação";2001-02-15
"1723";"telegrama";"Embaixada em  WASHINGTON";"Política.      Narcotráfico.  Consulta  da  Deputada  Laura  Carneiro.";2000-08-15
"69";"telegrama";"Embaixada em  WASHINGTON";"Promoção  Comercial.  Sistema  BrazilTradeNet.  Solicitação  de senha de acesso.";2001-01-12
"1910";"telegrama";"Embaixada em  WASHINGTON";"PROTOCOLO.      BRASIL-GUINÉ  EQUATORIAL.    PEDIDO    DE  AGRÉMENT.";2000-09-13
"94";"telegrama";"Embaixada em  WASHINGTON";"Protocolo.      Brasil-Guiné  Equatorial. Concessão  de
\"agrément\".       Divulgação  simultânea.";2001-01-18
"660";"telegrama";"Embaixada em  WASHINGTON";"Protocolo.      Brasil-Oman.  Pedido  de Agrément. Emb. Al-  Khusaiby.";2001-03-15
"2038";"telegrama";"Embaixada em  WASHINGTON";"PROTOCOLO.    BRASIL-ZÂMBIA.  PEDIDO DE AGRÉMENT.";2000-09-28
"2404";"telegrama";"Embaixada em  WASHINGTON";"Protocolo.   Brasil-Namíbia.  Apresentação  de credenciais.  Embaixador Leonard Iipumbu.";2000-11-07
"2264";"telegrama";"Embaixada em  WASHINGTON";"PROTOCOLO.   BRASIL-NAMÍBIA.  BRASIL-BOTSUANA. APRESENTAÇÃO  DE  CREDENCIAIS.
EMBAIXADORES  KGOSI  SEEPAPITSO E  LEONARD  TIPUMBU.";2000-10-24
"1665";"telegrama";"Embaixada em  WASHINGTON";"PROTOCOLO.  BRASIL -  MALAUÍ.  PEDIDO DE AGRÉMENT.";2000-08-08
"2339";"telegrama";"Embaixada em  WASHINGTON";"Protocolo.  Brasil-Botsuana.  Apresentação  de credenciais.  Embaixador  Kgosi  Seepapitso  IV.";2000-10-31
"124";"telegrama";"Embaixada em  WASHINGTON";"Protocolo.  Brasil-Botsuana.  Apresentação  de credenciais.  Embaixador  Kgosi  Seepapitso  IV.
Consulta da Embaixada de  Botsuana.";2001-01-19
"2313";"telegrama";"Embaixada em  WASHINGTON";"Protocolo.  Brasil-Botsuana.  Brasil-Namíbia.  Apresentação  de  credenciais. Embaixadores
Kgosi Seepapitso IV e Leonard  Tipumbu.";2000-10-27
"1310";"despacho telegráfico";"Embaixada em  WASHINGTON";"Protocolo. Brasil-Namíbia.  Brasil-Botsuana. Apresentação  de Credenciais. Embaixadores
Kgosi Seepapitso IV e Leonard  Tipumbu. Alteração de data.";2000-10-27
"1284";"despacho telegráfico";"Embaixada em  WASHINGTON";"Protocolo. Brasil-Namíbia.  Brasil-Botsuana. Apresentação  de Credenciais. Embaixadores
Kgosi Seepapitso IV e Leonard  Tipumbu. Proposta de data.";2000-10-23
